Código OACI;Nome;Município;UF;Longitude;Latitude;Altitude;Operação Diurna;Comprimento 1;Largura 1
SN8W;Fazenda Saúde;ITIQUIRA;MT;"054°58'31,67""W";"17°33'47,03""S";175;VFR;900;18
SJI8;Fazenda Celeiro;RIO BRILHANTE;MS;"054°39'43,1""W";"21°32'42,23""S";326;VFR;900;18
SD27;Campo Formoso;CAMPO FORMOSO;BA;"040°29'15""W";"10°29'41""S";855;VFR;1200;23
SI93;EL SAVADOR;NOVA VIÇOSA;BA;"039°54'15""W";"17°52'29""S";0;VFR;1100;18
SJ4F;FAZENDA SÃO JOSÉ;BRASILÂNDIA;MS;"052°10'35""W";"21°28'53""S";0;VFR;1200;23
SI62;FAZENDA MONTE LÍBANO;SANTO ANTÔNIO DO LESTE;MT;"053°52'56""W";"14°51'58""S";0;VFR;800;18
;Fazenda Santa Maria do Jacamim;CANTÁ;RR;"060°22'42,47""W";"02°36'41,83""N";103;VFR;800;18
SDX3;FAZENDA CRISTAL;NAVIRAÍ;MS;"054°02'11""W";"22°47'20""S";0;VFR;1000;18
SJ2C;TARCÍSIO ROSADO;TIBAU;RN;"037°15'04""W";"04°51'48""S";0;VFR;700;18
SI8I;FAZENDA ESTRELINHA;CANARANA;MT;"052°30'56,76""W";"13°06'57,61""S";0;VFR;1100;18
SSJL;Fazenda Murará;BONFIM;RR;"060°14'18,73""W";"03°14'44,42""N";114;VFR;649;18
SDEO;Fazenda Entre Rios;IBITINGA;SP;"048°39'33,7""W";"21°52'43,02""S";521;VFR;1500;25
SN97;FAZENDA SANTA RITA BOA VISTA;MIRANTE DO PARANAPANEMA;SP;"052°05'00,98""W";"22°30'17,48""S";297;VFR;999;18
SSBQ;Fazenda Brusque;SANTA CRUZ DO XINGU;MT;"052°17'11,28""W";"10°09'00,58""S";300;VFR;950;18
SJFW;Fazenda São Francisco;SÃO FRANCISCO DE GOIÁS;GO;"049°14'40""W";"15°51'14,4""S";671;VFR;1140;23
SS4H;Grupo Morena;CAMPO NOVO DO PARECIS;MT;"057°39'50,72""W";"13°48'56,11""S";580;VFR;1098;18
SNA8;FAZENDA TRÊS IRMÃOS I;FLORESTA DO ARAGUAIA;PA;"049°14'34,27""W";"07°15'00,92""S";170;VFR;999;23
SS4P;Fazenda Apunã;NOVO ARIPUANÃ;AM;"059°57'14,27""W";"05°54'50,52""S";95,7;VFR;999;18
;FAZENDA SOL NASCENTE;SIDROLÂNDIA;MS;"055°10'48""W";"21°19'41""S";441;VFR;1100;20
;FAZENDA MIMOSA;IVINHEMA;MS;"053°40'59,36""W";"22°23'40,49""S";398;VFR;1000;18
;FAZENDA ALEXANDRIA;PORTO VELHO;RO;"063°58'38,09""W";"09°00'53,97""S";87;VFR;1200;18
SNSW;Soure;SOURE;PA;"048°31'09,42""W";"00°41'50,43""S";9,9;VFR;999;30
SJWP;Warpol;SÃO DESIDÉRIO;BA;"045°55'37,82""W";"12°37'15,22""S";819;VFR;1100;18
SNM3;Fazenda Cambá Rase;PORTO MURTINHO;MS;"057°11'46""W";"21°31'48""S";330;VFR;1200;20
;FAZENDA DONA FRANCISCA;PARANATINGA;MT;"054°12'22,71""W";"14°20'54,45""S";478;VFR;852;20
;FAZENDA REUNIDAS VALE DO JULIANA;IGRAPIÚNA;BA;"039°17'46,06""W";"13°50'52,35""S";286;VFR;840;20
;FAZENDA SANTA CATARINA;PARANAÍTA;MT;"056°37'25,85""W";"09°52'35,21""S";253;VFR;1200;18
SDNA;Fazenda Vale Verde;COMENDADOR GOMES;MG;"048°59'42,77""W";"19°40'19,49""S";712;VFR;1300;23
SS67;Estância Namuncurá;ITACURUBI;RS;"055°28'42""W";"28°42'44,05""S";97;VFR;590;18
;FAZENDA MODELO;SINOP;MT;"055°18'35,85""W";"11°42'32,04""S";368;VFR;1100;18
;Fazenda Nova Fronteira;DIVINÓPOLIS DO TOCANTINS;TO;"049°26'00,09""W";"09°32'41,84""S";203;VFR;1000;18
;Fazenda CJB Agronegócio;RIBAS DO RIO PARDO;MS;"053°46'43,75""W";"19°50'28,19""S";597;VFR;1000;20
;FAZENDA VITÓRIA;AMONTADA;CE;"039°52'58,68""W";"03°18'57,39""S";61;VFR;600;20
SS2Y;Fazenda Alto Paraíso;ALTO PARAÍSO DE GOIÁS;GO;"047°39'11,99""W";"14°24'16,94""S";1080;VFR;1198;20
;Fazenda Ipiranga;ANASTÁCIO;MS;"055°33'56""W";"20°58'34""S";274;VFR;1000;20
;Fazenda São João;LUÍS EDUARDO MAGALHÃES;BA;"045°49'02,93""W";"12°11'04,45""S";787;VFR;1400;23
SSLW;Fazendas Reunidas Schlatter;CHAPADÃO DO SUL;MS;"052°35'46,13""W";"18°48'33,73""S";823;;1600;23
SS8A;FAZENDA FÊNIX;RIO VERDE DE MATO GROSSO;MS;"054°47'56,18""W";"18°57'36,39""S";394;VFR;950;23
;AERÓDROMO FAZENDA BELA VISTA;SÃO DESIDÉRIO;BA;"045°17'32,33""W";"12°26'04,51""S";719;VFR;1198;12
;Fazenda Terra Nova 5;GENERAL CARNEIRO;MT;"053°15'33,81""W";"15°22'18,55""S";403;VFR;894;18
;Fazenda Rio de Janeiro;BARREIRAS;BA;"046°05'02,42""W";"11°56'09,84""S";823;VFR;1300;23
;SANTO ANTÔNIO;CÁCERES;MT;"057°11'44,73""W";"15°57'42,43""S";170;VFR;900;18
;FAZENDA TERRA PRETA;CARACARAÍ;RR;"061°56'00,53""W";"00°52'35,41""S";40;VFR;900;18
SWFL;Fazenda Peixe Bravo;SANTA TEREZINHA;MT;"050°22'57,69""W";"10°05'38,24""S";183;VFR;1189;24
;Recanto dos Guimarães;RORAINÓPOLIS;RR;"060°47'47,67""W";"00°11'00,54""N";50,4;VFR;1000;25
SDID;Aeroata;ARAÇATUBA;SP;"050°32'04""W";"21°15'11""S";421;VFR;800;18
;Fazenda Santo Antônio;CACEQUI;RS;"054°38'59,76""W";"29°49'53,93""S";90;VFR;1000;23
SIEQ;Fazenda Tauá;NOVA MUTUM;MT;"056°34'23,24""W";"13°18'22,25""S";350;VFR;1500;23
;Fazenda Pajeú;GOVERNADOR ARCHER;MA;"044°15'05,08""W";"04°57'14,88""S";193;VFR;1140;25
SNZ4;Fazenda Jequitibá;NOVA MUTUM;MT;"056°28'23""W";"13°28'18""S";383;VFR;1200;30
SDWH;Fazenda Avanhandava;JOSÉ BONIFÁCIO;SP;"049°56'13""W";"21°11'22""S";440;VFR;1500;30
;Lc Agropecuária;SUCUPIRA DO RIACHÃO;MA;"043°25'24,94""W";"06°19'13,88""S";280;VFR;1200;20
;Fazenda Dona Ester;JUSSARA;GO;"051°24'49,15""W";"15°48'23,74""S";352;VFR;1200;23
;Teboa;RIO BRILHANTE;MS;"054°57'47""W";"21°29'04""S";414;VFR;1200;20
SN3Z;FAZENDA SANTA MARIA;AQUIDAUANA;MS;"056°14'08""W";"19°22'55""S";116;VFR;800;20
SN3Q;Agrícola Rizzi;LAGO DA PEDRA;MA;"045°21'07""W";"04°45'26""S";205;VFR;1200;18
;Fazenda Letícia II;CAMPOS DE JÚLIO;MT;"059°09'26,83""W";"13°48'45,93""S";615;VFR;1199;18
;Fazenda Sete;JABORANDI;BA;"045°25'17,97""W";"14°08'04,4""S";0;VFR;1198;20
;Rincão Porã;DIAMANTINO;MT;"057°20'53,08""W";"13°44'36,62""S";0;VFR;1001;18
;Fazenda MK;TIMBIRAS;MA;"043°53'15,43""W";"04°19'43,47""S";0;VFR;1400;22
;Fazenda Cruz Alta;CORUMBÁ;MS;"055°44'13""W";"19°02'19""S";0;VFR;600;20
;Fazenda Petróleo;CONFRESA;MT;"051°31'37,63""W";"10°21'48,89""S";0;VFR;1000;23
;Aerofrásio;PARELHAS;RN;"036°40'50,55""W";"06°42'16,51""S";305;VFR;799;20
;Fazenda Anta Gorda II;SÃO JOSÉ DO RIO CLARO;MT;"057°10'45,42""W";"13°47'58,62""S";538;VFR;999;18
SISD;Fazenda São Sebastião;APARECIDA DO RIO DOCE;GO;"051°16'26""W";"18°08'43""S";663;VFR;1399;18
SI8Z;DR IVANOR ALBA;NOVO PROGRESSO;PA;"055°12'54""W";"07°42'47""S";0;VFR;700;18
SDJ9;Fazenda Triângulo;SAPUCAIA;PA;"049°26'20""W";"06°45'27""S";183;VFR;1200;20
SJBU;Fazenda Alto Jaborandi;JABORANDI;BA;"045°58'54,46""W";"14°41'34,14""S";939;VFR;1300;23
SIF2;FAZENDA PORTO D'OESTE;VILA BELA DA SANTÍSSIMA TRINDADE;MT;"060°11'29""W";"14°20'23""S";198;VFR;900;18
SWSN;Fazenda São Valentim;PONTES E LACERDA;MT;"059°19'17""W";"14°57'44""S";307;VFR;1300;23
SN7I;Fazenda Santa Maria;BONFIM;RR;"060°08'49,59""W";"02°26'54,85""N";138;VFR;800;18
SN8D;FAZENDA CAMPO CENTRAL;PLÁCIDO DE CASTRO;AC;"067°39'10,7""W";"10°28'22,97""S";0;VFR;1300;18
SIN6;Rancho Tandera;MUCAJAÍ;RR;"060°55'39""W";"02°25'10""N";91;VFR;700;18
SIB7;Estancia Campo Verde;UBIRATÃ;PR;"052°53'07""W";"24°28'06""S";535;VFR;701;15
SID4;Fazenda Boa esperança;MUCAJAÍ;RR;"061°27'45,64""W";"02°39'01,92""N";0;VFR;750;20
;Fazenda Rancho Fundo;NOVO PROGRESSO;PA;"056°00'41,51""W";"09°15'20,46""S";240;VFR;1200;18
SSEC;Fazenda F5;TUPACIGUARA;MG;"048°52'20""W";"18°21'51""S";531;VFR;1200;18
SSGF;Fazenda Formosa;RIBAS DO RIO PARDO;MS;"053°13'25""W";"20°11'50""S";500;VFR;1050;18
SJ3O;Morro Vermelho;COXIM;MS;"054°28'05,3""W";"18°41'16,32""S";340;VFR;900;18
SDGY;Fazenda Anhangaí;ARAÇATUBA;SP;"050°44'35""W";"20°55'39""S";360;VFR;600;23
SSPF;Fly Village;ALTOS;PI;"042°30'37,55""W";"05°04'13,98""S";228;;1200;18
SNCB;Castanhal;PRAINHA;PA;"053°56'38,35""W";"02°31'32,11""S";153;VFR;970;30
SIV8;Fazenda Santa Amélia;SANTA RITA DO PARDO;MS;"052°36'23""W";"21°19'24""S";383;VFR;1000;18
SIO2;Haras Mourão;HIDROLÂNDIA;CE;"040°22'32,08""W";"04°23'45""S";207;VFR;500;18
SIR9;FAZENDA ITAPURANGA;RIO MARIA;PA;"049°31'12""W";"07°06'00""S";216;VFR;900;20
SNA3;Lago do Robertinho;BOA VISTA;RR;"060°54'42,85""W";"02°56'46,7""N";85;VFR;700;18
;FAZENDA SANTA VITÓRIA;SÃO FÉLIX DO ARAGUAIA;MT;"052°21'33,68""W";"11°15'11,08""S";350;VFR;849;18
SJO3;FAZENDA SANTA CARMEM II;QUERÊNCIA;MT;"052°16'16,25""W";"13°12'57,83""S";0;VFR;1200;23
SIS2;FAZENDA VÔ BENJAMIM;COCALINHO;MT;"051°07'37,31""W";"14°17'08,43""S";266;VFR;1200;23
SIT3;Fazenda Andressa;RIBAS DO RIO PARDO;MS;"053°41'58,98""W";"19°54'29,47""S";603;VFR;1045;18
;FAZENDA CRISTALINA;NOVA MARINGÁ;MT;"057°11'53""W";"12°29'02""S";381;VFR;870;23
SIS9;FAZENDA BOA VISTA;SÃO JOÃO BATISTA DO GLÓRIA;MG;"046°20'19,9""W";"20°38'27,61""S";848;VFR;600;18
SJI3;Uruçuí;URUÇUÍ;PI;"044°25'33,66""W";"07°19'34,31""S";391;VFR;1450;26
;Pelisão;SANTA RITA DO TRIVELATO;MT;"055°15'09""W";"13°54'47""S";546;VFR;1100;30
SN8L;Fazenda Vale Formoso;COLÍDER;MT;"055°14'05,66""W";"10°46'31,09""S";375;VFR;1000;23
;Cesconetto;EUNÁPOLIS;BA;"039°33'34""W";"16°17'37""S";180;VFR;1150;20
SS44;Fazenda Nova Aurora;LAMBARI D'OESTE;MT;"057°44'50,43""W";"15°30'24,64""S";180;VFR;900;18
SDC4;Condomínio Aeronáutico Hangar Fly Residence;PETROLINA;PE;"040°28'22""W";"09°19'30,85""S";371;VFR;1200;23
SDS2;Fazenda Macaúba;POSSE;GO;"046°24'29""W";"14°17'20""S";0;VFR;900;20
SI8B;Fazenda Santa Otilia;PORTO MURTINHO;MS;"057°02'36""W";"21°11'12""S";0;VFR;1100;18
;FAZENDA SENHORA SANTANA;PARACATU;MG;"046°28'51,95""W";"17°00'26,24""S";535;VFR;848;18
;PONTO NOVO FRUTICULTURA;SÁTIRO DIAS;BA;"038°39'23,14""W";"11°29'22,92""S";355;VFR;850;20
;Bemad Portel;PORTEL;PA;"050°48'37,82""W";"01°57'55,94""S";18,5;VFR;749;18
;AERÓDROMO KM 47;SÃO MATEUS;ES;"040°15'44,04""W";"18°45'03,43""S";115;VFR;1000;18
SNA4;PRODUZIR AGROPECUÁRIA LTDA - FAZENDA FLORESTA;CAMPO VERDE;MT;"055°08'21,45""W";"15°13'33,66""S";710;VFR;1300;23
SSKJ;Pau dos Ferros;PAU DOS FERROS;RN;"038°11'49""W";"06°09'16""S";226;VFR;1040;30
SS4F;Pista São Francisco;ALTAMIRA;PA;"053°49'57,77""W";"04°28'43,79""S";186;VFR;850;20
SS4C;Fartura;FARTURA;SP;"049°29'18,68""W";"23°23'43,15""S";541;VFR;699;18
SWAV;Fazenda Vale dos Sonhos;PALESTINA DE GOIÁS;GO;"051°26'33,18""W";"16°47'13,94""S";810;VFR;850;18
SJIC;Pedro da Costa Lima;SANTA RITA DO PARDO;MS;"052°46'10,15""W";"21°14'41,88""S";440;VFR;800;20
SNNM;Entre Rios;GUARAPUAVA;PR;"051°29'43,15""W";"25°34'06,32""S";1124;VFR;700;25
SN2U;Nereu Luis de Souza;PARNARAMA;MA;"043°31'17,06""W";"05°36'45,93""S";177;VFR;1300;25
;Major Brigadeiro Pedro Frazão de Medeiros Lima;PRINCESA ISABEL;PB;"037°55'36,12""W";"07°43'01,33""S";775;VFR;700;18
SNN8;FAZENDA MARAGATA;SÃO BORJA;RS;"055°48'48,28""W";"28°36'07,35""S";82;VFR;800;18
SS3H;ESTÂNCIA SANTO ANTÔNIO;MAÇAMBARÁ;RS;"055°44'10,53""W";"29°00'33,16""S";126;VFR;800;18
SD97;Fazenda Juerana;ILHÉUS;BA;"039°04'38,58""W";"14°39'23,83""S";8;VFR;1001;20
;FAZENDA PASSO DO LOBO;NOVA MUTUM;MT;"056°08'34,76""W";"13°46'25,64""S";423;VFR;680;13
;Fazenda Paineiras;JUARA;MT;"057°40'40,4""W";"11°22'36,56""S";312;VFR;1196;18
;Fazenda Canelão;RANCHARIA;SP;"050°54'16""W";"22°08'16""S";477;VFR;659;18
;Continental;JUÍNA;MT;"059°01'49,79""W";"10°53'06,24""S";298;VFR;1000;18
;Pista Grupo Venetto;PEIXE;TO;"048°42'35,55""W";"11°45'16,6""S";268;VFR;999;18
SS3K;GRUPO B & A;SIDROLÂNDIA;MS;"055°00'42""W";"21°16'07""S";436;VFR;1200;20
;Maria Ravanello;PEIXOTO DE AZEVEDO;MT;"053°56'00,25""W";"10°03'47,69""S";324;VFR;1200;18
;FAZENDA SANTA FÉ;CORUMBÁ;MS;"056°18'11,5""W";"17°44'36,11""S";126;VFR;900;18
SNZL;Usina São Luiz;OURINHOS;SP;"049°45'40""W";"22°56'51,05""S";466;;1200;25
;FAZENDA ÁGUA BRANCA;CÁCERES;MT;"058°30'54,57""W";"16°09'12,96""S";163;VFR;1000;18
SNU4;FAZENDA TRIUNFO;CORUMBÁ;MS;"057°07'54,05""W";"17°52'29,99""S";99;VFR;1000;30
;FAZENDA PARANÁ;BALSAS;MA;"046°40'06,36""W";"09°18'15,27""S";551;VFR;1099;23
;CAFE BURITI;PASSAGEM FRANCA;MA;"043°42'55,98""W";"05°59'55,47""S";218;VFR;1000;20
;Fazenda Três Unidos;TERRA ROXA;PR;"054°00'24,78""W";"24°03'04,85""S";309;VFR;649;18
SS62;Angelina;GILBUÉS;PI;"045°19'59,19""W";"09°21'40,69""S";610;VFR;1301;30
;Fazenda Formigueiro;ITACURUBI;RS;"055°16'04,22""W";"28°43'07,77""S";142;VFR;699;18
;FAZENDA BELA UNIÃO;CHUPINGUAIA;RO;"060°57'11,1""W";"12°44'49,8""S";307;VFR;800;18
SIYS;Fazenda Sertaneja;ANANÁS;TO;"048°15'06,48""W";"06°13'32,57""S";142;VFR;1060;18
SNHR;Aero Roça;LUZIÂNIA;GO;"047°50'14,83""W";"16°32'24,36""S";851;VFR;850;18
SSIC;APLIC Aviação Agrícola LTDA;DOURADOS;MS;"054°49'28""W";"22°18'21""S";420;VFR;1000;23
SS69;AERÓDROMO ELDORADO DOS GERAIS;FORMOSA DO RIO PRETO;BA;"046°21'25,7""W";"11°01'54,2""S";825;VFR;1000;25
;AERÓDROMO FAZENDA MAFISA;BAIXA GRANDE DO RIBEIRO;PI;"044°57'15,87""W";"08°04'52,14""S";499;VFR;1199;15
;Tassiana;SINOP;MT;"055°29'31,9""W";"12°02'21,35""S";376;VFR;900;18
SJVD;NRE Paranatinga;PARANATINGA;MT;"053°27'36,62""W";"14°13'21,11""S";427;VFR;1250;20
;Fazenda Americana;CARIRI DO TOCANTINS;TO;"049°06'25,56""W";"11°47'48,12""S";311;VFR;1799;20
;Fazenda São Paulo;SORRISO;MT;"055°44'13,35""W";"11°59'37,19""S";372;VFR;1150;18
SSKE;Luís Antônio Fontenele - Cocal da Estação;COCAL;PI;"041°36'16,91""W";"03°27'18,5""S";145;VFR;1033;23
;PRG 1;MATEIROS;TO;"046°02'16,36""W";"10°23'53,53""S";788;VFR;1200;23
SI2H;Aldeia Pedra da Onça;ÓBIDOS;PA;"055°39'31""W";"01°26'26""N";0;VFR;800;18
;São João;PARANAÍTA;MT;"057°01'32,93""W";"09°27'44,13""S";224;VFR;600;18
SJC7;Fazenda Paraíso;PORTO NACIONAL;TO;"048°10'31""W";"10°27'07""S";689;VFR;1200;18
;Fazenda Amanda E Carolina - Acm Agronegócios;BRASNORTE;MT;"057°49'54,45""W";"13°12'41,55""S";489;VFR;1200;18
;São Pedro;SÃO DESIDÉRIO;BA;"046°01'14,86""W";"12°34'46,46""S";0;VFR;781;20
;Rebouças;RORAINÓPOLIS;RR;"060°30'51,96""W";"00°17'07,6""N";66;VFR;499;18
;Fazenda Isa - Agropecuária Wvs;ITAITUBA;PA;"056°11'46,97""W";"06°39'35,58""S";270;VFR;600;18
;Fazenda Veronezi;GRÃO PARÁ;SC;"049°17'05,13""W";"28°08'41,14""S";336;VFR;408;8
;Fazenda Figueira Branca;NOVA SANTA HELENA;MT;"054°50'07,77""W";"10°42'23,03""S";0;VFR;1000;18
SJZ2;FAZENDA VALE DO PARAÍSO;BANNACH;PA;"050°39'24,13""W";"07°42'35,44""S";426;VFR;1500;20
SIUM;Fazenda Planeste;BALSAS;MA;"046°51'00""W";"08°33'22""S";561;VFR;1500;25
;Fazenda Tara;SÃO DESIDÉRIO;BA;"045°56'30,58""W";"12°50'35,31""S";838;VFR;1196;20
SI7Y;FERMAP II;SORRISO;MT;"055°40'06""W";"12°32'40""S";379;VFR;1500;18
SI6K;ASL - FAZENDA SÃO LUIZ;GAÚCHA DO NORTE;MT;"053°51'05,34""W";"13°10'01,08""S";401;VFR;1000;18
SI7A;Alvorada do Gurguéia;ALVORADA DO GURGUÉIA;PI;"043°51'31,15""W";"08°26'30,99""S";281;VFR;1250;20
SIE3;TAIGA AGROPECUÁRIA;COLNIZA;MT;"059°07'12,17""W";"09°03'38""S";0;VFR;1300;23
SID8;CLUBE DE VOO DE ÂNGULO;ÂNGULO;PR;"051°52'04""W";"23°09'11""S";0;VFR;400;18
SIH2;Fazenda Porteira;PEIXE;TO;"048°40'20""W";"12°16'53""S";0;VFR;900;18
SIJ2;Fazenda Capão Grande;CRISTALINA;GO;"047°36'58,78""W";"16°33'46,09""S";971;VFR;1400;23
SIK8;Fazenda Tamakavy;ALTO BOA VISTA;MT;"052°08'11""W";"11°52'21""S";356;VFR;1000;18
SII6;Fazenda Nossa Senhora de Nazaré;ARAGUAPAZ;GO;"050°37'47,49""W";"15°06'37,41""S";315;VFR;1100;18
SIK4;Fazenda Bomfim;URBANO SANTOS;MA;"043°10'44,14""W";"03°21'59,6""S";103;VFR;1200;23
SNFF;Feijó;FORTALEZA;CE;"038°37'01""W";"03°48'34""S";25;VFR;550;18
SIN2;FAZENDA SANTA CRUZ;BOM JESUS DO ARAGUAIA;MT;"051°50'11,49""W";"12°14'34,99""S";318;VFR;969;18
SN8K;FAZENDA AGUA LIMPA;CAMPO NOVO DO PARECIS;MT;"057°54'02,52""W";"13°40'18,58""S";573;VFR;796;18
SIN8;Fazenda Jota III;INOCÊNCIA;MS;"051°58'16""W";"19°19'50""S";518;VFR;900;20
SIQ4;Fazenda Refúgio;BATAGUASSU;MS;"052°55'52,16""W";"21°48'38,72""S";449;VFR;1000;18
SIO7;FAZENDA LAGO AZUL;ITAÚBA;MT;"055°21'27,34""W";"10°54'42,94""S";444;VFR;1000;20
;Fazenda Campo Bonito;AMAJARI;RR;"061°22'56,57""W";"03°29'47,8""N";127;VFR;1000;18
SIW8;Salenco;SÃO GABRIEL DO OESTE;MS;"054°20'56""W";"18°51'44""S";385;VFR;1100;20
SJO2;FAZENDA UNIÃO;NOSSA SENHORA DO LIVRAMENTO;MT;"057°00'50,41""W";"15°31'36,47""S";0;VFR;600;18
;GRUPO ROTTA;PONTES E LACERDA;MT;"059°42'31,27""W";"15°47'22,8""S";0;VFR;850;18
SIV4;Astolfi Agropecuária;RIACHÃO DAS NEVES;BA;"045°48'06,09""W";"11°38'28,82""S";800;VFR;1200;23
SIR8;Fazenda Cafelândia;EUNÁPOLIS;BA;"039°33'14,43""W";"16°23'33,94""S";182;VFR;550;18
SN8H;Fazenda Maritaca;SANTANA DO ARAGUAIA;PA;"050°54'03,56""W";"09°39'19,15""S";228;VFR;1100;18
SIW7;ESTÂNCIA XINGÚ;QUERÊNCIA;MT;"052°14'39,64""W";"11°53'41,34""S";319;VFR;1000;18
SJ7O;Fazenda Primavera;RIO VERDE DE MATO GROSSO;MS;"054°56'46,34""W";"18°34'31,57""S";246;VFR;750;18
SIT7;Fazenda Macisa;TABAPORÃ;MT;"056°47'54,21""W";"11°10'54,33""S";364;VFR;900;18
SIU9;FAZENDA PORTA DO CÉU;NOVA MUTUM;MT;"056°24'54,42""W";"13°17'42,48""S";391;VFR;1200;18
SJI6;FAZENDA PARAGUAÇU;NOVA UBIRATÃ;MT;"055°05'49,48""W";"13°33'39,73""S";0;VFR;1500;23
SN8S;Alta Vista;SÃO DESIDÉRIO;BA;"045°27'28,46""W";"12°42'23,08""S";751;VFR;1100;20
SNTG;Deputado Gercino Coelho;FORMOSA DO RIO PRETO;BA;"045°14'16,4""W";"11°16'30,8""S";798;VFR;1501;20
SIZ7;USINA CEDRO;PARANAÍBA;MS;"051°14'58""W";"19°24'21,99""S";477;VFR;1300;18
SN8J;PCH Rio Claro;SÃO JOSÉ DO RIO CLARO;MT;"056°41'20,3""W";"13°47'23,6""S";361;VFR;1000;18
SNF6;FAZENDA KOLUENE;GAÚCHA DO NORTE;MT;"053°13'04,91""W";"13°41'57,5""S";363;VFR;1152;25
;Fazenda Tamburi;NOVA CRIXÁS;GO;"050°26'09,4""W";"13°54'22,35""S";262;VFR;690;23
;FAZENDA NEBRASKA;BALSAS;MA;"046°30'21,67""W";"08°55'38,7""S";544;VFR;1100;18
SJ7D;NATURAFRIG;ROCHEDO;MS;"054°50'43""W";"19°57'43""S";0;VFR;1200;20
SII3;Aerodromo Privado Fazenda São Sebastião;NOVA CRIXÁS;GO;"050°17'00""W";"14°04'56""S";0;VFR;1213;15
SJ43;GENESISAGRO - GRAJAÚ;GRAJAÚ;MA;"046°17'17""W";"05°54'38""S";0;VFR;1400;23
SN9Z;CRIXÁS;CRIXÁS;GO;"049°55'58,8""W";"14°31'59,58""S";470;VFR;1220;18
SJDN;Fazenda Campo Alegre;AQUIDAUANA;MS;"055°44'29""W";"19°27'23""S";124;VFR;550;20
SJEF;Fazenda Costa Rica;AQUIDAUANA;MS;"056°02'34""W";"19°44'52""S";114;VFR;550;18
;Fazenda Cachimbo;NOVA UBIRATÃ;MT;"054°57'34,75""W";"12°56'32,36""S";427;VFR;900;18
;Fazenda Cantanhede;MATÕES DO NORTE;MA;"044°31'26,95""W";"03°40'36,14""S";53;VFR;1400;18
;Fazenda Campo Belo;CORUMBÁ;MS;"057°11'10,45""W";"18°01'06,53""S";105;VFR;1200;20
;FAZENDA CRISTALINO;SANTANA DO ARAGUAIA;PA;"050°37'59,33""W";"09°04'38,43""S";252;VFR;1100;18
SJ46;Fazenda ETF Agro;JUSSARA;GO;"051°29'37,75""W";"15°04'22,47""S";270;VFR;1190;23
SI32;FAZENDA MACUCO;QUERÊNCIA;MT;"052°53'16,81""W";"12°06'09,27""S";317;VFR;1400;23
SSOX;Fazenda Olho D'Água;PEDRO GOMES;MS;"054°35'35""W";"18°16'09""S";255;VFR;700;18
SDMW;Fazenda Karajá;NOVA CRIXÁS;GO;"050°40'56,07""W";"14°06'44,08""S";254;VFR;600;20
;FAZENDA PINTASSILGO;TABAPORÃ;MT;"056°10'53,48""W";"11°38'01,14""S";380;VFR;1000;18
SJFB;Fazenda Bacuri;RIACHÃO;MA;"046°26'24,46""W";"08°22'39,49""S";553;VFR;900;18
SNZ6;FAZENDA CANAÃ;SÃO FELIPE D'OESTE;RO;"061°30'42,36""W";"12°03'23,85""S";313;VFR;1200;18
;Fazenda Maná;TUNTUM;MA;"044°37'57,96""W";"05°58'06,57""S";256;VFR;1200;24
SNR6;Fazenda Vale Verde;SANTANA DO ARAGUAIA;PA;"050°56'16,7""W";"09°06'08,66""S";219;VFR;1170;20
;FAZENDA ESTÂNCIA SANTA MARIA;CORGUINHO;MS;"055°08'09,18""W";"19°41'56,97""S";411;VFR;750;20
;Aeródromo Privado Fazenda Santa Rita;ANAURILÂNDIA;MS;"053°01'10,18""W";"22°16'41,33""S";302;VFR;700;20
;FAZENDA BORORO;SANTA RITA DO PARDO;MS;"053°03'43,93""W";"20°46'10,68""S";422;VFR;1000;20
;Fazenda Santo Antônio;RIBAS DO RIO PARDO;MS;"053°18'30,55""W";"21°24'37,18""S";345;VFR;1100;20
;FAZENDA CHIBATA;BRITÂNIA;GO;"051°05'34,01""W";"15°25'16,39""S";280;VFR;900;18
;Fazenda Orion;BELA VISTA;MS;"056°19'45,24""W";"22°01'16,22""S";259;VFR;1000;18
;Fazenda Paraíso;BONFIM;RR;"060°20'53,96""W";"03°18'45,18""N";76;VFR;529;18
;DOIS IRMÃOS;DOIS IRMÃOS DO TOCANTINS;TO;"049°01'04,82""W";"09°33'19,44""S";283;VFR;1099;18
;Fazenda São Vicente (MS0778);CORUMBÁ;MS;"056°21'29,39""W";"18°44'47,71""S";116;VFR;800;18
SD3B;Fazenda Perdizes;PORTO DOS GAÚCHOS;MT;"056°15'49,05""W";"11°38'18,58""S";364;VFR;1400;23
;FRANCO;SÃO JOSÉ DOS QUATRO MARCOS;MT;"058°11'42""W";"15°25'15,7""S";227;VFR;750;18
;FAZENDA UNIÃO;SÃO FÉLIX DO ARAGUAIA;MT;"052°01'17,79""W";"11°37'51,27""S";348;VFR;840;18
;FAZENDA SANTA RITA;TOMÉ-AÇU;PA;"048°04'14,86""W";"02°08'34,51""S";50;VFR;1100;18
;Fazenda Cochilo;BURITIZEIRO;MG;"045°25'16""W";"17°07'07""S";564;VFR;1104;18
;Fazenda Aliança;BAIXA GRANDE DO RIBEIRO;PI;"044°59'11,24""W";"08°14'40,41""S";530;VFR;1400;20
;Agro Fazollo;TAILÂNDIA;PA;"048°54'15,12""W";"03°11'44,64""S";80;VFR;999;18
